question,answer,document
投资者询价的频率？,每个投资者仅能使用一个证券账户对同一只股票询价一次，且每次仅能填写一个价格，同一网下投资者全部报价中的不同拟申购价格不得超过3个，如对同一只股票使用多个证券账户申报，或使用同一个证券账户申报多次的，且报价均为有效报价，则以最后一笔申报为准。,beijiaosuo_json_csv
我司软件无法打开新股申购等页面怎么办？,如有客户使用我司APP、PC出现新股申购等页面无法打开。解决办法如下：1、尝试更换网络（wifi切4G，或使用其他运营商手机信号做热点）；2、尝试打开飞行模式再关闭；3、尝试重启路由器；如以上不能解决问题，请客户通过进入网址：http://mip.chinaz.com/（座席系统已上挂短信）查报IP后反馈至工单对口人。[备注]&nbsp;如客户询问原因，在确认客户IP有限制后方可告知是由于公安部的护网行动，因此近期我司加强网络安全防控，个别IP曾发生过网络攻击行为可能会被限制权限。,Aguxingu_json_csv
应对媒体危机相关事宜的经办人/联系方式是？,经办人/联系方式：媒体管理岗王鹂鸣0755-83081620,xingzheng_json
普通账户如何通过电脑软件（新版）操作进行创业板交易？,2、电脑软件（新版）：交易—普通交易—买入/卖出、闪电买入或闪电卖出、经典交易—股票—买入/卖出；,chuangyeban_json_csv
员工申请新媒体公众号哪些信息是禁止出现的？,原则上严禁公司员工开设带有“招商证券”、“招商”、“招证”、ChinaMerchantsSecurities、CMS等字样，或在其简介中涵盖了公司相关识别信息，的新媒体公众号。,xingzheng_json
新股中签当天，微信公众号（普通账户）新股中签信息会在中签当日推送吗？,新股中签消息系统会在中签当日早上9：00左右推送。,Aguxingu_json_csv
新股中签要缴多少资金？,新股中签缴款的资金可根据您中签的股数*股票发行价计算。,Aguxingu_json_csv
新股申购当天手机软件（普通账户及信用账户）的弹框提示频率是？,提示频率：新股申购日首次打开手机软件时有提示。,Aguxingu_json_csv
制度类发文经办人/联系人的姓名及联系方式？,联系方式：机要管理岗余伟/0755-83081025,xingzheng_json
北交所新股网下询价/网下申购有黑名单机制吗？,"有的。网下投资者参与北交所公开发行网下询价和申购业务的，应深入分析发行人信息，在充分研究的基础上理性报价、合规申购，不得存在以下情形：1、使用他人账户报价；投资者之间协商报价；2、同一配售对象使用多个账户报价；3、网上网下同时申购；4、与发行人或承销商串通报价；5、委托他人报价；6、无真实申购意图进行人情报价；7、故意压低或抬高价格；8、提供有效报价但未参与申购；9、不具备定价能力,或没有严格履行报价评估和决策程序、未能审慎报价；10、机构投资者未建立估值模型；11、不符合配售资格；12、未按时足额缴付认购资金；获配后未恪守持有期等相关承诺的；13、其他不独立、不客观、不诚信的情形及协会规定的其他情形。证券业协会对网下投资者的上述违规行为采取黑名单处罚。配售对象一个自然年度内出现上述违规情形一次的，协会将其列入黑名单六个月；出现上述违规情形两次（含）以上的，协会将其列入黑名单十二个月。配售对象在沪深交易所新股（主板、创业板、科创板）、新债、北交所新股的违规次数合并计算。配售对象被列入黑名单期间不得参与沪深交易所新股（主板、创业板、科创板）、新债及北交所公开发行项目的网下询价及申购。",beijiaosuo_json_csv
申报党委会、总裁办公室会等公司决策类会议需要准备的材料有哪些？,事前应准备的资料：无,xingzheng_json
可以通过苹果电脑MAC版、电话语音系统签署风险揭示书吗？,8、苹果电脑MAC版、电话语音系统：无法签署。,Agujiaoyi_json
新规对普通账户产生的影响有哪些？,（1）如仅开老权限（核准制创业板权限），未签署协议开通新权限（注册制创业板），仍可交易核准制创业板股票，但不可交易注册制创业板股票。（2）对于之前部分客户需适配、不适配协议，目前已完成签约，不会关闭客户创业板新老权限。,chuangyeban_json_csv
个人投资者如何通过网上营业厅开通港股通权限？,5、网上营业厅：登录—交易管理—港股通业务自助申请开通。,ganggutong_json_csv
红筹企业发行股票/存托凭证申请在本所创业板上市时。需要符合哪些条件？,红筹企业发行股票/存托凭证申请在本所创业板上市，应当符合下列条件：（一）发行后的股份总数不低于3000万股/3000万份；（二）公开发行的股份/存托凭证达到公司股份总数的25%以上；公司股份总数/存托凭证总份数超过4亿股的，公开发行股份的比例为10%以上。申请在创业板上市的，市值及财务指标应当至少符合下列标准中的一项：类别上市条件一般盈利企业（至少符合一项）最近2年均盈利，累计净利润不低于5000万元一般盈利企业（至少符合一项）预计市值不低于10亿元，最近1年盈利且营业收入不低于1亿元一般盈利企业（至少符合一项）预计市值不低于50亿元，且最近一年营业收入不低于3亿元红筹和特殊股权结构企业（至少符合一项）预计市值不低于100亿元，最近1年盈利红筹和特殊股权结构企业（至少符合一项）预计市值不低于50亿元，最近1年盈利且营业收入不低于5亿元未盈利企业预计市值不低于10亿元，最近1年营业收入不低于3亿元[备注]未盈利企业上市标准自2020.6.12起一年内暂不实施。,chuangyeban_json_csv
如在其他券商开通的是注册制创业板权限，仍需满足哪些条件才能开通？,如在其他券商开通的是注册制创业板权限，仍需满足新的创业板适当性开通要求才能开通；,chuangyeban_json_csv
中签后放弃认购会产生哪些负面影响？,根据沪深交易所相关规则，同一市场新股申购，如您连续12个月内累计出现3次新股中签、可转债、可交换债放弃认购的（全部或部分放弃认购），将自最近一次放弃认购的次日起6个月内不得参与该市场网上新股（含北交所）、可转债、可交换债申购，沪深两市分开计算。,Aguxingu_json_csv
询价日历可以通过哪些渠道进行查询？,1）手机软件（V8.10及以上版本）：交易—北交所交易—新股询价—新股询价列表/询价日历；2）电脑软件（新版，V7.11及以上版本）经典交易：股票—北交所—新股询价—询价日历。通过询价日历可查询当天可询价的新股或即将开始询价的新股信息。,beijiaosuo_json_csv
怎么查询北交所新股的配售结果？,T日网上/网下申购北交所新股，T+3日可查询配售结果，可通过以下渠道查询：1、手机软件（V8.10及以上版本）：交易—北交所交易—新股申购—申购查询—申购结果；手机软件（V8.10及以上版本）：交易—普通—北证/新三板新股申购—申购查询—申购结果；2、电脑软件（新版，V7.11及以上版本）经典交易：股票—北交所—新股申购—申购结果查询。[备注]T+4日可通过公告查询网上配售比例。相关截图请点击右侧“详情”查看。,beijiaosuo_json_csv
公司股票在退市整理期内全天停牌的，停牌期间是否会计入退市整理期？/停牌天数累计不得超过几个交易日？,公司股票在退市整理期内全天停牌的，停牌期间不计入退市整理期，停牌天数累计不得超过五个交易日。,chuangyeban_json_csv
个人投资者如何取消港股通权限？,需要账户本人带有效二代身份证（港澳台客户需携带的是开户时证件）在交易日9:00-17:00到就近营业部现场办理，取消权限办理流程，请您提前与就近营业部联系咨询。,ganggutong_json_csv
收文后通过对来文流程流转，哪个岗位可以作为流程发起人？,收文后通过公司来文流程流转，仅总裁办公室来文岗可以作为流程发起人,xingzheng_json
